county,distid,dist_name,instid,inst_name,inst_type,asian,black_african_american,hispanic_latino,american_indian_alaska_native,multi_racial,native_hawaiian_pacific_islander,white
Marion,2142,Salem-Keizer SD 24J,756,Pringle Elementary School,School,14.2,NA,3.3,NA,11.2,NA,7.3
Marion,2142,Salem-Keizer SD 24J,757,Richmond Elementary School,School,NA,NA,1.1,NA,NA,0,2.4
Marion,2142,Salem-Keizer SD 24J,759,Salem Heights Elementary School,School,NA,NA,2.8,NA,NA,NA,5.2
Marion,2142,Salem-Keizer SD 24J,760,Schirle Elementary School,School,NA,NA,7.6,NA,NA,NA,6.9
Marion,2142,Salem-Keizer SD 24J,761,Sumpter Elementary School,School,10,NA,13.8,NA,NA,NA,7.2
Marion,2142,Salem-Keizer SD 24J,762,Swegle Elementary School,School,NA,NA,2.3,NA,NA,NA,1
Marion,2142,Salem-Keizer SD 24J,763,Washington Elementary School,School,NA,NA,2.1,NA,NA,NA,NA
Marion,2142,Salem-Keizer SD 24J,764,Yoshikai Elementary School,School,NA,NA,2.6,NA,NA,NA,3.9
Marion,2137,Gervais SD 1,776,Gervais Elementary School,School,NA,NA,2.7,NA,NA,NA,4.5
Marion,2138,Silver Falls SD 4J,777,Victor Point Elementary School,School,NA,NA,NA,NA,NA,NA,10
Marion,2144,St Paul SD 45,778,St Paul Elementary School,School,NA,NA,2.9,NA,NA,NA,14.1
